Date,Soil temperature at 0.05 depth in mts,Soil temperature at 0.1 depth in mts,Soil temperature at 0.20cm depth in mts,Soil temperature at 0.50cm depth in mts,Soil temperature at 1.00cm depth in mts,max air temperature at 1.5mts,min air temperature at 1.5mts,"max relative humidity
 at 1.5mts","min Relative humidity
 at 1.5mts",Pitche Evaporation,Pan Evaporation,Wind Speed km/h at day,Wind Speed km/h at night,Wind Speed Avarage(m/s),sunshine hour,Rainfall
05-Feb-13,33.28,30.28,0,0,0,39.6,22.2,76,28,9,7.9,1.38,1.5,1.44,0.423611111,16.2
06-Feb-13,29.4,29.96,0,0,0,38.4,20,96,36,6.2,7.58,1.93,0.52,1.225,0.291666667,0
07-Feb-13,30.88,29.52,0,0,0,37.4,20.6,92,33,8,7.8,1.63,0.59,1.11,0.375,0
08-Feb-13,30.6,29.8,0,0,0,37.6,19,92,31,6.8,3.46,0.84,0.75,0.795,0.291666667,0
09-Feb-13,31.08,30.04,0,0,0,35.6,20,75,28,7,10,1.34,0.55,0.945,0.395833333,0
10-Feb-13,31.56,30.36,0,0,0,37.6,18,92,23,11.1,8.17,1.36,0.82,1.09,0.416666667,0
11-Feb-13,31.64,30.32,0,0,0,38.8,17.4,71,28,9.1,9.55,1.15,0.71,0.93,0.3125,0
12-Feb-13,32.56,30.72,0,0,0,38.8,10.4,75,28,5.8,7.98,1.03,1.29,1.16,0.333333333,0
13-Feb-13,33.04,31,0,0,0,38.2,20.8,84,32,8.5,5.22,1.22,1.37,1.295,0.256944444,13
14-Feb-13,31,30.52,0,0,0,37,21.6,96,36,8,5.32,1.02,0.86,0.94,0.368055556,3.5
15-Feb-13,31.8,30.44,0,0,0,38,20,87,24,8,6.94,1.06,0.63,0.845,0.381944444,0
16-Feb-13,32.52,30.92,0,0,0,39.2,20,92,28,9,10.58,1.3,0.63,0.965,0.395833333,0
17-Feb-13,33.2,31.04,0,0,0,40.4,20.4,87,24,10.9,8.94,1.24,0.74,0.99,0.430555556,0
18-Feb-13,32.32,31.12,0,0,0,39.6,18.4,67,23,7.1,9.15,1.35,0.73,1.04,10፡00,0
19-Feb-13,32.28,31.08,0,0,0,39.6,19.4,88,28,10,12.43,1.36,0.71,1.035,9፡30,0
20-Feb-13,33.64,31.68,0,0,0,40.4,20.2,79,23,13.5,12.44,1.44,1.14,1.29,10፡00,0
21-Feb-13,34,31.64,0,0,0,38.8,15.2,77,27,5.5,7.76,1.62,0.71,1.165,8፡40,1
22-Feb-13,34.44,32.2,0,0,0,39.6,21,88,23,7.1,9.56,1.25,1.61,1.43,9፡20,0
23-Feb-13,35.96,32.72,0,0,0,40,17,80,33,7.1,9.34,1.73,0.74,1.235,10፡20,0
24-Feb-13,35.36,32.5,0,0,0,41.4,17.6,67,22,10,12.28,1.43,1.27,1.35,10፡45,0
25-Feb-13,36.22,32.42,0,0,0,41,20.4,47,22,8.6,11.59,1.53,1.09,1.31,10፡35,0
26-Feb-13,39.6,33,0,0,0,41,20,52,21,10.8,13.86,1.78,1.4,1.59,10፡45,0
27-Feb-13,37.28,33.32,0,0,0,40,21.4,62,22,7,12.92,1.71,1.15,1.43,10፡50,0
28-Feb-13,36.8,32.92,0,0,0,40.2,21.4,66,22,10,9.3,2.08,0.95,1.515,10፡35,0
01-Mar-13,35.16,32.88,0,0,0,40.4,20,60,23,9,8.6,1.26,0.98,1.12,10፡30,0
02-Mar-13,37.72,32.96,0,0,0,40.8,23,43,23,6.3,9.7,1.57,2.47,2.02,10፡30,0
03-Mar-13,38.24,33.64,0,0,0,40.8,25.2,56,27,8.5,3.9,1.64,2.63,2.135,9፡00,5.4
04-Mar-13,32.92,32.6,0,0,0,39.2,20.8,88,29,7.8,7.64,1.61,2.12,1.865,10፡35,0
05-Mar-13,32.6,31.88,0,0,0,38.6,21,88,29,7.7,8.38,1.62,0.67,1.145,10፡55,0
06-Mar-13,32.44,32.08,0,0,0,39,21.8,88,31,9.5,9.36,1.97,1,1.485,5፡30,0
07-Mar-13,31.44,31.64,0,0,0,38.4,24,84,33,8,4.52,3.03,0.9,1.965,4፡30,0
08-Mar-13,29.88,30.56,0,0,0,35.6,21.8,96,46,4.5,4.34,1.48,1.16,1.32,1፡30,0
09-Mar-13,33,31.2,0,0,0,38.8,23,70,30,7.5,8.58,1.89,1.57,1.73,8፡00,10
10-Mar-13,30.96,30.84,0,0,0,38.8,19.4,96,32,6.5,1.12,2.72,1.17,1.945,7፡15,2.5
11-Mar-13,27.88,29.52,0,0,0,38,22,80,37,6.1,2.84,3.62,0.65,2.135,0.052083333,2.7
12-Mar-13,31,29.6,0,0,0,37.2,21.8,84,31,5.4,4.52,3.13,2.06,2.595,0.180555556,15
13-Mar-13,26.88,28.16,0,0,0,35.2,20,88,58,2.9,2.76,1.4,2.08,1.74,0.010416667,2.4
14-Mar-13,30.4,28.64,0,0,0,38.4,21,96,31,5.1,1.96,1.48,1.57,1.525,0.291666667,5.1
15-Mar-13,30.6,29.44,0,0,0,37.4,22.6,77,35,6.7,8.56,1.72,0.68,1.2,0.291666667,0
16-Mar-13,32.24,30.56,0,0,0,39,21.8,84,31,4.3,9.6,1.5,1.5,1.5,0.416666667,0
17-Mar-13,33,31.32,0,0,0,39.2,21.6,76,30,7.7,7.33,1.35,2.45,1.9,0.336805556,4.8
18-Mar-13,30.48,30.44,0,0,0,38,20.4,92,37,5.2,4.77,1.4,0.86,1.13,0.159722222,0
19-Mar-13,30.44,30.44,0,0,0,36,22.8,80,34,6.4,8.9,2.66,1.08,1.87,0.229166667,0
20-Mar-13,31.44,30.36,0,0,0,36.8,20.8,67,32,7.2,10.8,1.71,1.37,1.54,0.25,22
21-Mar-13,29.36,29.92,0,0,0,36.8,22.8,93,55,2.5,5.5,2.29,0.97,1.63,0.208333333,4.5
22-Mar-13,31.36,29.88,0,0,0,35.8,21.4,84,37,4.8,3.78,1.46,1.58,1.52,0.263888889,4.6
23-Mar-13,30.2,29.92,0,0,0,36.8,20.6,96,40,3,4.84,1.17,0.55,0.86,0.222222222,0
24-Mar-13,30.96,30.44,0,0,0,35.8,22,92,48,3.7,5.58,1.21,0.84,1.025,0.086805556,6.2
25-Mar-13,26.96,28.52,0,0,0,33.8,22,92,68,5.5,11.1,1.25,0.59,0.92,0.010416667,5.2
26-Mar-13,30.04,28.6,0,0,0,35.4,21.2,96,42,3.8,5.46,1.26,1.6,1.43,0.256944444,3.2
27-Mar-13,28.64,28.48,0,0,0,33.4,21.4,96,55,2.7,0.52,1.18,0.84,1.01,0.180555556,0
28-Mar-13,30.29,29.36,0,0,0,35,21,92,51,4,7.92,2.24,0.87,1.555,0.232638889,0
29-Mar-13,32.68,30.16,0,0,0,33.8,21,92,49,4,7.28,1.38,0.65,1.015,0.340277778,0
30-Mar-13,33.08,31.32,0,0,0,37,21,96,39,5.3,8.52,1.56,0.58,1.07,0.336805556,0
31-Mar-13,32.08,31.36,0,0,0,35.4,21,84,42,5.2,8.7,2.02,1.24,1.63,0.256944444,0
01-Apr-13,32.4,31.28,0,0,0,37.2,19.8,87,36,5.5,7.8,1.47,0.7,1.085,0.333333333,0
02-Apr-13,33.08,31.6,0,0,0,37.2,20.2,84,36,6.5,8.3,1.83,0.85,1.34,0.34375,0
03-Apr-13,33,32.08,0,0,0,36.8,21.4,80,37,6.3,1.06,2.14,1.43,1.785,0.28125,13.5
04-Apr-13,31.24,31.32,0,0,0,35,20.4,96,45,3.6,14.8,1.29,1.41,1.35,0.274305556,19.4
05-Apr-13,29.92,29.84,0,0,0,34.8,20.2,96,50,3.6,7.62,1.64,1.85,1.745,0.256944444,0
06-Apr-13,29.56,29.64,0,0,0,34.4,21.6,88,58,3.5,5.66,1.18,1.49,1.335,0.135416667,0
07-Apr-13,29.4,29.52,0,0,0,33,22.4,96,51,3,11.2,1.54,1.67,1.605,0.142361111,42
08-Apr-13,27,28.2,0,0,0,30.4,19,96,71,1.5,2.88,1.28,0.14,0.71,0.072916667,0
09-Apr-13,30.4,29.4,0,0,0,32.8,21.2,96,59,3,6.7,1.46,0.52,0.99,0.322916667,0
10-Apr-13,28.88,29.28,0,0,0,31.4,22,96,68,2.5,5.86,1.91,0.56,1.235,0.145833333,0
11-Apr-13,30.52,29.52,0,0,0,34.4,18.6,96,51,4,6.1,1.88,0.67,1.275,0.381944444,0
12-Apr-13,28.64,29.36,0,0,0,32.2,21.8,92,68,2,3.14,1.21,0.37,0.79,0,0
13-Apr-13,32.1,30.12,0,0,0,33.4,20.6,96,53,3.2,1.78,1.12,1.42,1.27,0.416666667,9
14-Apr-13,30.36,29.8,0,0,0,33.2,20.2,96,71,2.1,1.78,1.89,0.29,1.09,0.097222222,0
15-Apr-13,32.16,30.32,0,0,0,34.6,21.2,96,50,4,1.2,1.49,1.15,1.32,0.451388889,7.5
16-Apr-13,29.88,29.76,0,0,0,34.8,20,92,62,2,3.1,0.96,0.62,0.79,0.111111111,0
17-Apr-13,31.92,30.48,0,0,0,33,23,96,59,3.3,6.9,1.47,2.51,1.99,0.305555556,13
18-Apr-13,31.72,30.04,0,0,0,33.2,20.4,92,55,2.4,2.2,1.05,1.18,1.115,0.381944444,9.4
19-Apr-13,31.88,30.24,0,0,0,32.4,19.4,97,74,2.1,4.6,0.92,1.19,1.055,0.375,29.2
20-Apr-13,30.56,29.72,0,0,0,32.8,18.8,96,64,1.5,2.2,1.05,0.47,0.76,0.34375,0
21-Apr-13,32.88,31.04,0,0,0,33.2,22,96,56,2.6,2,1.57,1.17,1.37,0.416666667,69.8
22-Apr-13,28.84,28.68,0,0,0,31,19.4,96,66,1.1,4.3,1.39,0.45,0.92,0.215277778,0
23-Apr-13,31.24,29.36,0,0,0,33,19.8,96,62,2.5,6.3,1.44,0.97,1.205,0.440972222,9.3
24-Apr-13,32.12,30,0,0,0,33,21,96,56,2.9,6.3,1.26,0.52,0.89,0.447916667,0
25-Apr-13,31.96,30.8,0,0,0,33.4,22,92,55,2.8,9.4,1.5,0.87,1.185,0.263888889,3.3
26-Apr-13,31.92,30.48,0,0,0,32.8,21.4,96,59,2.5,2.8,1.23,1.07,1.15,0.375,32
27-Apr-13,27.12,27.72,0,0,0,32.2,20.6,96,74,1.3,2.8,1.24,0.45,0.845,0.024305556,1
28-Apr-13,30,28.36,0,0,0,31.2,20.4,96,63,1.4,5.8,1.51,1.23,1.37,0.416666667,0
29-Apr-13,31.36,29.64,0,0,0,33,21.2,92,58,2.4,4.56,1.2,1.13,1.165,0.284722222,5.4
30-Apr-13,31.4,30.04,0,0,0,32,20.4,96,53,1.9,4.76,1.07,0.4,0.735,0.3125,0
01-May-13,27.88,29.72,0,0,0,31,21.2,96,81,1.1,2.65,1.12,0.37,0.745,0.03125,2.7
02-May-13,32.68,29.88,0,0,0,33,21.2,96,57,2.4,6.18,0.96,0.82,0.89,0.427083333,9.7
03-May-13,28.12,29.2,0,0,0,31,21.2,96,68,1.5,2.98,1.86,0.43,1.145,0.09375,0.6
04-May-13,31.79,29.48,0,0,0,32,19.8,96,57,2.9,3.9,1.23,1.14,1.185,0.361111111,10
05-May-13,30.04,29.44,0,0,0,31.8,19.2,84,62,2,3.5,2.48,0.43,1.455,0.239583333,0
06-May-13,30.1,29.52,0,0,0,31,21.2,96,58,1.6,3.9,1.85,0.43,1.14,0.128472222,1.4
07-May-13,29.84,28.88,0,0,0,30.4,21.2,96,68,1.8,3,0.59,0.59,0.59,0.048611111,0
08-May-13,32.52,30.2,0,0,0,32,21,96,58,2.3,4.9,1.13,0.37,0.75,0.302083333,3.2
09-May-13,28.88,29.44,0,0,0,30.4,21,96,71,1.2,5.64,1.42,0.38,0.9,0.086805556,6.4
10-May-13,29.24,28.92,0,0,0,30,21.6,96,71,1.6,3.4,1.37,0.38,0.875,0.166666667,3
11-May-13,31.56,29.68,0,0,0,32.4,21,96,55,2.6,5,1.09,0.87,0.98,0.305555556,0
12-May-13,32.52,30.8,0,0,0,33.2,21,92,55,2.5,6.98,1.18,0.53,0.855,0.302083333,0
13-May-13,33.12,30.88,0,0,0,33,20.4,96,56,2.7,8.72,1.22,0.43,0.825,0.4375,0
14-May-13,33.48,31.88,0,0,0,33.4,23,96,58,2.8,6.9,0.98,0.44,0.71,0.305555556,0
15-May-13,33.24,31.92,0,0,0,32.8,21.4,96,53,3.3,5.42,1.44,0.57,1.005,0.416666667,2
16-May-13,32.72,32,0,0,0,33,21.8,92,59,3.3,5.68,1.47,0.54,1.005,0.416666667,0
17-May-13,32.88,31.88,0,0,0,33.4,21,92,51,3.5,7.1,1.51,0.54,1.025,0.430555556,0
18-May-13,33.32,31.96,0,0,0,32.6,20,96,53,3.5,7.98,1.46,0.5,0.98,0.395833333,0
19-May-13,33.56,32.16,0,0,0,32.2,21,92,53,3.2,6.86,1.45,0.36,0.905,0.333333333,0
20-May-13,33.88,32.16,0,0,0,33,21,96,49,3.3,6.2,1.15,0.48,0.815,0.208333333,0
21-May-13,34.68,32.44,0,0,0,34.8,21,92,47,3.2,5.5,0.85,0.54,0.695,0.392361111,0
22-May-13,34.48,32.68,0,0,0,34.2,21,96,51,3.1,6.6,1.16,0.5,0.83,0.392361111,0
23-May-13,34.48,32.72,0,0,0,34,20,96,47,4.2,6.8,1.23,0.55,0.89,0.402777778,0
24-May-13,35.2,33.04,0,0,0,34.2,21.4,96,51,4.2,8.1,1.48,1.1,1.29,0.385416667,0
25-May-13,32.64,32.32,0,0,0,32,22,92,58,3.5,3.92,1.6,1.5,1.55,0.0625,0
26-May-13,31.56,30.68,0,0,0,31.6,20,96,49,2.8,5.1,1.65,0.59,1.12,0.104166667,0
27-May-13,34.08,32.56,0,0,0,35.2,18.4,96,42,4.7,8.18,1.21,1.07,1.14,0.458333333,0
28-May-13,36.4,32.56,0,0,0,34.6,20,96,48,3.6,7.4,1.36,0.71,1.035,0.395833333,0
29-May-13,35.28,32.76,0,0,0,34.4,21.4,92,47,4.7,8.26,1.54,0.69,1.115,0.354166667,0
30-May-13,35.2,32.68,0,0,0,34.4,20,93,44,4.3,7.44,1.46,0.97,1.215,0.434027778,0
31-May-13,35.04,36.72,0,0,0,33.4,19,92,48,3.2,6,1.33,0.55,0.94,0.347222222,2.5
01-Jun-13,31.84,31.76,0,0,0,31.4,20.4,96,55,2.1,2.8,0.98,0.64,0.81,0.173611111,0
02-Jun-13,33.24,31.48,0,0,0,34,20,92,47,3.2,5.22,0.97,0.62,0.795,0.263888889,0
03-Jun-13,34.08,31.8,0,0,0,34.2,19,92,37,3.7,6.42,1.07,0.61,0.84,0.354166667,0
04-Jun-13,32.88,31.36,0,0,0,32.6,19,92,50,2.8,4.76,0.8,0.53,0.665,0.041666667,0
05-Jun-13,33.24,31.36,0,0,0,33.4,19.2,88,44,4.2,6.48,1.48,1.06,1.27,0.208333333,26.8
06-Jun-13,26.72,29.56,0,0,0,32.6,21,96,77,1.3,3.2,2.1,0.62,1.36,0,0
07-Jun-13,29.92,28.56,0,0,0,33.6,18.8,96,51,2.7,4.6,0.92,0.64,0.78,0.364583333,0
08-Jun-13,30.96,29.92,0,0,0,34.2,20,92,42,3.5,6.4,1.49,0.92,1.205,0.416666667,0
09-Jun-13,31.72,30.32,0,0,0,34,21.4,79,44,4.5,5.46,1.13,0.69,0.91,0.208333333,0
10-Jun-13,32.28,30.84,0,0,0,34.2,20.2,96,42,3.8,7.34,1.46,0.68,1.07,0.333333333,0
11-Jun-13,29.32,30.04,0,0,0,33.4,22.2,96,54,2.4,2.64,2.45,0.45,1.45,0,0
12-Jun-13,31.52,30.2,0,0,0,35,19.8,96,40,4.5,7,1.18,0.72,0.95,0.375,0
13-Jun-13,30.96,30.36,0,0,0,33.2,21.6,96,40,3.7,4.04,0.95,0.58,0.765,0.083333333,0
14-Jun-13,31.64,30.4,0,0,0,33.6,21,92,47,3.7,6.4,1.15,1.03,1.09,0.0625,0
15-Jun-13,32.12,30.44,0,0,0,34,21.4,92,45,4.7,6,1.16,0.85,1.005,0.145833333,2.4
16-Jun-13,30.88,30.56,0,0,0,32.4,22.4,88,50,3,1.8,1.41,0.97,1.19,0.15625,22.4
17-Jun-13,28.6,29.04,0,0,0,31.4,20.6,96,64,2.9,3.66,1.28,0.43,0.855,0.142361111,0.4
18-Jun-13,29,28.92,0,0,0,30.4,22,96,55,2.2,1.9,1.6,0.34,0.97,0.208333333,5.7
19-Jun-13,27.28,28.24,0,0,0,29,20.8,96,67,2.9,2.06,1.15,0.34,0.745,0,0
20-Jun-13,29.92,28.44,0,0,0,33,20.2,96,48,3.6,7.18,1,0.67,0.835,0.222222222,0
21-Jun-13,30.36,29.24,0,0,0,33.6,21,73,48,3.5,4.68,1.76,0.5,1.13,0.138888889,0
22-Jun-13,30.08,29.56,0,0,0,32.8,20.8,96,43,3.5,6.46,1.25,0.61,0.93,0.100694444,0
23-Jun-13,29.84,29.48,0,0,0,34.4,18.8,92,40,4.9,7.62,1.42,0.5,0.96,0.3125,0
24-Jun-13,31.76,30,0,0,0,34.8,20,96,40,3.4,4.58,1.06,0.87,0.965,0.236111111,0
25-Jun-13,30.8,29.92,0,0,0,34.2,19.8,92,46,3.8,5.96,0.88,0.69,0.785,0.166666667,0
26-Jun-13,24.96,24.04,0,0,0,35,21.6,88,42,4.7,6.04,0.92,0.69,0.805,0.177083333,0
27-Jun-13,32.42,31.2,0,0,0,35,22.4,92,42,4.1,7.98,1.31,0.66,0.985,0.260416667,0
28-Jun-13,32.36,31.04,0,0,0,35,21.4,92,42,4,6.58,1.04,0.7,0.87,0.1875,0
29-Jun-13,29.92,30.12,0,0,0,34.2,20.4,92,52,3.2,1.56,1.58,1.23,1.405,0.086805556,6
30-Jun-13,28.4,29.12,0,0,0,31.4,20.2,92,52,2.6,4.12,1.28,0.57,0.925,0.138888889,0
01-Jul-13,30.88,29.12,0,0,0,35.4,18.4,73,42,5.2,7.06,1.27,0.85,1.06,0.388888889,0
02-Jul-13,31.36,29.68,0,0,0,35.2,21,96,40,5,6.16,1.44,0.63,1.035,0.309027778,0
03-Jul-13,30.6,29.92,0,0,0,34.2,20.8,84,43,3.7,5.82,1.4,0.68,1.04,0.100694444,0
04-Jul-13,31.6,29.84,0,0,0,35.8,19.6,96,37,6,7.94,1.41,1.96,1.685,0.309027778,0
05-Jul-13,28.72,29.72,0,0,0,34.2,20.6,92,60,3.3,3.46,2.33,1.19,1.76,0,0.9
06-Jul-13,29.84,29.24,0,0,0,33.4,21.2,96,46,4.3,6.5,1.55,0.84,1.195,0.097222222,0
07-Jul-13,32.96,30,0,0,0,35.6,20.8,92,38,5.1,6.12,1.02,0.98,1,0.246527778,0
08-Jul-13,32,30.12,0,0,0,34,20.8,75,42,3.2,5.54,1.1,0.86,0.98,0.111111111,0
09-Jul-13,31.08,29.88,0,0,0,33.8,22,88,43,4.4,5.32,1.78,0.8,1.29,0.107638889,0
10-Jul-13,30.28,29.72,0,0,0,33.2,21,96,45,3.6,3.88,1.28,0.68,0.98,0.263888889,2.8
11-Jul-13,26.76,28.52,0,0,0,31.8,21.4,80,67,2.7,2.34,3.24,0.56,1.9,0,0
12-Jul-13,31,28.6,0,0,0,34.2,16.8,92,40,4.4,7.86,1.25,0.65,0.95,0.270833333,0
13-Jul-13,31.72,30.28,0,0,0,34,21.8,88,30,5.1,6.72,1.66,0.66,1.16,0.21875,0
14-Jul-13,29.72,30.6,0,0,0,32.6,19.2,92,45,5.2,7.12,1.53,1.39,1.46,0.0625,0
15-Jul-13,32.52,30.52,0,0,0,36.2,21.4,84,36,6.3,6.78,1.63,0.81,1.22,0.236111111,0
16-Jul-13,29.68,29.56,0,0,0,33.2,21.8,92,54,4.2,3.58,1.62,1,1.31,0.006944444,0.8
17-Jul-13,33.48,29.6,0,0,0,35.4,18.6,96,36,5.8,6.28,1.29,0.74,1.015,0.15625,0
18-Jul-13,32.8,10.36,0,0,0,35.2,20.2,96,36,7.3,6.58,1.22,1.01,1.115,0.204861111,0
19-Jul-13,33.64,31,0,0,0,35.2,19.8,96,37,5.8,8.48,1.71,1.06,1.385,0.347222222,0
20-Jul-13,33.76,31.6,0,0,0,36,21.6,92,36,5.8,6.82,1.26,1.09,1.175,0.319444444,1.4
21-Jul-13,31.08,30.48,0,0,0,34.2,22.2,84,41,4.9,5.94,2.28,0.49,1.385,0.006944444,0
22-Jul-13,28.24,29.12,0,0,0,29.8,21.4,92,64,1.9,2.14,1.45,0.68,1.065,0,0
23-Jul-13,30.4,30.88,0,0,0,33.4,19.8,84,45,3.4,5.66,1.38,0.84,1.11,0.107638889,0
24-Jul-13,34.04,30.36,0,0,0,36.4,18.2,92,34,3.6,8.82,1.31,1.39,1.35,0.409722222,0
25-Jul-13,31.08,30.08,0,0,0,35.4,23.8,61,42,5.7,3.94,1.23,0.54,0.885,0.017361111,0
26-Jul-13,31.68,29.96,0,0,0,34.2,19.6,87,37,6.2,5.66,1.02,1.75,1.385,0.079861111,0
27-Jul-13,29.48,29.4,0,0,0,22.6,21.2,92,57,2.2,1.52,1.36,0.37,0.865,0.017361111,0.2
28-Jul-13,30.44,29.36,0,0,0,35,20.2,96,35,3.6,16.88,1.64,1.21,1.425,0.260416667,2.8
29-Jul-13,24.56,25.28,0,0,0,26.2,18.6,96,80,1.7,6,1.95,0.48,1.215,0,44.8
30-Jul-13,28.6,26.72,0,0,0,34.6,18.4,96,40,5.9,7.52,1.35,1.56,1.455,0.340277778,0
31-Jul-13,25.44,27.04,0,0,0,32.2,21.8,92,63,1.7,1.74,2.02,0.43,1.225,0,0
01-Aug-13,26.68,26.36,0,0,0,30.8,18.6,96,43,3.3,4.42,1.04,0.56,0.8,0.052083333,0
02-Aug-13,27.92,27.16,0,0,0,32.2,20.8,92,44,3.8,3.46,0.98,0.48,0.73,0.052083333,0
03-Aug-13,28.48,27.76,0,0,0,32.4,20,92,42,4.6,6.46,1.51,0.88,1.195,0.069444444,0
04-Aug-13,29.48,28.24,0,0,0,32.8,20.4,96,41,5.2,4.44,1.33,1.14,1.235,0.065972222,Trace
05-Aug-13,29.68,28.76,0,0,0,32.6,21.6,80,42,5.4,7.22,1.34,0.63,0.985,0.048611111,0
06-Aug-13,28.44,28.8,0,0,0,32.2,20.8,76,43,3.9,4.32,1.3,0.55,0.925,0.034722222,0
07-Aug-13,30.72,28.96,0,0,0,34.4,20,92,40,6.1,8.64,1.35,2.5,1.925,0.225694444,0.3
08-Aug-13,31.12,29.96,0,0,0,34.4,20.4,96,33,6.4,8.38,1.85,0.79,1.32,0.302083333,0
09-Aug-13,31.76,30.16,0,0,0,34.4,22,69,34,6.2,7.54,1.9,0.68,1.29,0.263888889,0
10-Aug-13,33.16,30.6,0,0,0,36,18.8,92,32,6,9.12,1.47,0.97,1.22,0.347222222,0
11-Aug-13,32.2,30.76,0,0,0,34.8,18.8,92,35,6.4,6.36,1.49,0.99,1.24,0.267361111,0
12-Aug-13,29.8,30.08,0,0,0,33.8,23.2,73,43,4,5.54,1.91,0.39,1.15,0.045138889,0
13-Aug-13,31.08,29.76,0,0,0,35,21.4,84,34,5.2,7.14,1.98,0.87,1.425,0.184027778,0.4
14-Aug-13,33.72,30.6,0,0,0,35.4,21.4,96,42,4.4,6.36,1.37,0.88,1.125,0.208333333,0.3
15-Aug-13,31.76,30.24,0,0,0,32.4,22.6,84,50,2.8,5.86,1.65,1.06,1.355,0.128472222,0
16-Aug-13,33.16,30.72,0,0,0,34.8,22.4,84,36,5.2,6.86,1.86,0.82,1.34,0.170138889,0
17-Aug-13,33.68,31.04,0,0,0,36,20.8,96,31,6.3,8.58,1.92,1,1.46,0.34375,0
18-Aug-13,30.64,30.52,0,0,0,35,21.8,92,45,3.5,0.82,1.67,1.13,1.4,0.142361111,5.6
19-Aug-13,29.8,29.64,0,0,0,34.4,19.8,80,35,5.1,6.68,2.84,0.93,1.885,0.166666667,0
20-Aug-13,30.16,29.88,0,0,0,34.8,22.8,80,37,5.1,0.8,2.06,1.67,1.865,0.142361111,0
21-Aug-13,29.64,29.04,0,0,0,33,21.2,96,50,2.4,7.36,1.33,0.68,1.005,0.180555556,18.2
22-Aug-13,28.16,28,0,0,0,30.2,20.8,96,54,2.2,3.38,1.12,0.71,0.915,0.048611111,1
23-Aug-13,30.92,29.28,0,0,0,35.4,19.8,92,36,4.9,6.2,1.18,0.8,0.99,0.375,0
24-Aug-13,31.28,29.96,0,0,0,35.4,17.8,92,31,5.3,8.48,1.45,0.77,1.11,0.4375,0
25-Aug-13,29.48,29.6,0,0,0,34.8,20.6,69,41,4.7,7.4,1.3,1.21,1.255,0.038194444,0
26-Aug-13,30.56,29.48,0,0,0,34.4,20.6,83,35,4.6,5.18,1.56,0.84,1.2,0.128472222,0
27-Aug-13,31.24,29.88,0,0,0,35.2,20.4,83,34,6.7,8.26,1.4,0.79,1.095,0.243055556,0
28-Aug-13,31.88,30.56,0,0,0,36,20.4,83,27,8.5,9.36,1.71,0.87,1.29,0.322916667,0
29-Aug-13,32.12,31.04,0,0,0,35.8,20.4,75,32,9.2,10.18,1.63,1.08,1.355,0.34375,0
30-Aug-13,33.12,31.36,0,0,0,36.2,23.8,57,30,8,9.2,2.12,2.27,2.195,0.291666667,0
31-Aug-13,33.52,31,0,0,0,35.4,19.2,96,33,8.2,9.6,2,2.71,2.355,0.34375,6
01-Sep-13,31.6,30.88,0,0,0,36.2,20.6,92,33,6.6,8.72,2.11,1.12,1.615,0.302083333,1.6
02-Sep-13,29.6,30.32,0,0,0,33.4,20.4,87,60,3.4,13.22,1.64,0.9,1.27,0.180555556,8.6
03-Sep-13,25.32,27.56,0,0,0,28.2,19.8,96,70,1.2,0.6,2.2,0.41,1.305,0.041666667,73.3
04-Sep-13,30.52,28.12,0,0,0,34.8,20,92,42,5,4.54,1.43,2.26,1.845,0.461805556,2.6
05-Sep-13,28.28,28.36,0,0,0,33,20.8,92,49,3.4,4.24,1.58,0.84,1.21,0.027777778,3.4
06-Sep-13,31.28,29.16,0,0,0,34.4,21.2,92,42,4.8,11.62,1.11,1.56,1.335,0.236111111,0
07-Sep-13,30.04,28.84,0,0,0,32.8,20.8,96,45,3.2,4.18,1.44,0.94,1.19,0.326388889,20.8
08-Sep-13,30.64,29.08,0,0,0,33.8,20.2,96,50,2.9,4.62,1.64,0.75,1.195,0.25,2.6
09-Sep-13,33.44,30.64,0,0,0,34.2,21,92,42,4.2,6.9,1.27,0.73,1,0.368055556,0
10-Sep-13,34,31.44,0,0,0,35.8,20.2,92,38,4.1,7.56,1.18,0.67,0.925,0.416666667,0
11-Sep-13,34.36,32.08,0,0,0,36,20,92,35,5,8.34,1.27,1.26,1.265,0.420138889,0
12-Sep-13,31.6,31.88,0,0,0,34.8,22,88,55,2.1,4.4,2.05,0.54,1.295,0.170138889,0
13-Sep-13,32.84,30.88,0,0,0,34.2,21.8,96,43,3.1,2.9,1.06,2.4,1.73,0.260416667,1.4
14-Sep-13,32.68,30.88,0,0,0,35.4,20.4,92,37,4,5.34,1.03,0.96,0.995,0.423611111,11.6
15-Sep-13,32.28,31.08,0,0,0,35.2,22.8,76,42,4.4,7.72,1.65,0.88,1.265,2.649305556,0
16-Sep-13,31.16,31.28,0,0,0,34.4,21.8,92,50,5.7,8.64,2.88,1.85,2.365,0.284722222,0
17-Sep-13,32.52,31.24,0,0,0,34.4,23,84,42,6.7,10.04,1.86,3.28,2.57,0.25,0
18-Sep-13,30.8,30.52,0,0,0,31,22,88,55,2.5,5.1,1.27,0.76,1.015,0.038194444,0
19-Sep-13,33,30.84,0,0,0,34.4,21.4,96,42,3.4,3.38,1.09,1.95,1.52,0.232638889,0
20-Sep-13,28.64,29.76,0,0,0,33.4,20.2,96,66,2.1,4.18,1.7,0.73,1.215,0.107638889,10.8
21-Sep-13,30.08,29.28,0,0,0,32,21.2,92,53,3.2,5.36,2.19,1.16,1.675,0.142361111,0
