Date,Soil temperature at 0.05 depth in mts,Soil temperature at 0.1 depth in mts,Soil temperature at 0.20cm depth in mts,Soil temperature at 0.50cm depth in mts,Soil temperature at 1.00cm depth in mts,max air temperature at 1.5mts,min air temperature at 1.5mts,"max relative humidity
 at 1.5mts","min Relative humidity
 at 1.5mts",Pitche Evaporation,Pan Evaporation,Wind Speed km/h at day,Wind Speed km/h at night,Wind Speed Avarage(m/s),sunshine hour,Rainfall
16-Sep-18,32.4,31.36,31.44,0,0,37,20.6,96,48,5.8,8.08,1.17,0.9,,,
17-Sep-18,33.2,32.38,31.4,0,0,38.6,22,88,40,5.6,8.9,1.13,0.44,,,
18-Sep-18,32.84,31.88,31.4,0,0,38,19.8,96,48,5.72,9.88,1.13,0.75,,,
19-Sep-18,32.2,31.8,31.48,0,0,36.8,23.8,77,52,3.3,0.12,1.06,13.23,,,
20-Sep-18,32.08,31.36,31.52,0,0,36.8,21.8,96,51,4.5,7.92,1.39,0.35,,,
22-Sep-18,33.16,32.2,31.52,0,0,37.4,23,84,42,6.2,9.02,1.24,0.52,,,
23-Sep-18,33.24,32.24,31.76,0,0,37,22,92,48,5.8,6.26,1.21,0.48,,,
24-Sep-18,34,32.84,31.96,0,0,39,20.4,96,38,4.4,5.5,1.19,0.53,,,
25-Sep-18,32.68,32.4,32.12,0,0,37.4,21.4,96,42,3.3,0.44,1.46,0.41,,,
26-Sep-18,33.16,31.84,32,0,0,38.2,20.6,96,37,6,9.02,0.96,0.38,,,
27-Sep-18,34,32.72,32.08,0,0,39,20.6,92,45,5.4,4.04,1.33,0.65,,,
28-Sep-18,33.8,32.68,32,0,0,38.8,21.6,92,42,5.8,3.4,1.31,0.77,,,
29-Sep-18,27,50.31451786,32.12,0,0,36.8,21.6,96,45,5.5,0,1.49,1.52,,,
30-Sep-18,32.92,32.4,32.12,0,0,36,20.4,79,47,2.5,0,1.52,0.46,,,
01-Oct-18,34,32.96,32.32,0,0,38.2,23,84,45,5.3,,1.2,0.2,,,
02-Oct-18,33.6,33.12,32.2,0,0,38.2,23,96,40,8.2,,1.3,0.9,,,
03-Oct-18,33.8,32.96,32.4,0,0,38.6,19.8,83,39,5.8,6.94,0.96,0.27,,,
04-Oct-18,34.12,33.28,32.56,0,0,39.4,20,96,40,8,9.96,1.26,0.61,,,
05-Oct-18,34.92,34.08,32.56,0,0,40,23.4,77,38,7,9,1.12,0.2,,,
06-Oct-18,34.68,34,32.8,0,0,38.8,21,87,45,7.7,11.06,1.55,0.37,,,
07-Oct-18,32.9,32.8,32.96,0,0,37,21.6,88,42,6.8,6.9,1.62,0.85,,,
08-Oct-18,31.52,31.72,33,0,0,36,21,96,50,3.4,2.18,1.75,0.24,,,
09-Oct-18,32.08,31.68,32.56,0,0,37.2,20.4,92,46,3.4,6.5,1.16,0.71,,,
10-Oct-18,30.16,30.68,32.4,0,0,36.8,22.4,88,62,2.5,3.44,1.25,0.31,,,
11-Oct-18,32.2,31.08,32.12,0,0,38,20,92,40,5.5,6.76,0.93,0.48,,,
12-Oct-18,32.6,31.92,32.08,0,0,38.6,20.8,86,45,6.5,8.5,1.41,0.6,,,
13-Oct-18,33,32.24,32.08,0,0,36.6,22,92,40,5.5,9.95,1.22,0.31,,,
14-Oct-18,32.24,31.6,32.36,0,0,36.4,21.4,92,55,6.5,8.83,1.73,1.42,,,
15-Oct-18,32.84,32.2,32.4,0,0,36.4,23,84,39,5.76,8.23,1.27,0.51,,,
16-Oct-18,29.68,30.6,32.4,0,0,33,21.8,92,74,2.2,3,1.39,0.44,,,
17-Oct-18,32.08,30.84,32.12,0,0,38.8,20,92,40,5.8,8,1.09,1.53,,,
18-Oct-18,32.6,31.72,32.12,0,0,38,22,96,40,5.6,8.84,2.12,1.39,,,
19-Oct-18,33.18,31.6,32,0,0,36.4,22.6,96,47,3.64,5.16,1.83,0.61,,,
20-Oct-18,32.28,31.28,32.16,0,0,38.6,19,96,44,4.4,6.6,1.22,0.29,,,
21-Oct-18,33.28,32.32,32.12,0,0,40,21,79,37,7.4,10.4,1.34,0.29,,,
22-Oct-18,33.84,32.88,32.24,0,0,38.6,20.4,80,33,6,8.34,1.36,1.03,,,
23-Oct-18,33.12,32.64,32.4,0,0,36.4,22.4,96,42,5.7,9.46,1.38,0.81,,,
24-Oct-18,34.08,33.08,32.48,0,0,37.8,22.4,76,40,5.4,8.62,1.43,0.68,,,
25-Oct-18,34.4,33.56,32.68,0,0,39.4,22.2,84,37,5.4,10.48,1.33,1.24,,,
26-Oct-18,32.2,32.24,32.8,0,0,37.2,21,92,48,3.2,6.38,1.22,0.23,,,
27-Oct-18,31.8,31.8,32.68,0,0,35.4,21.6,96,54,2.9,5.84,1.3,0.28,,,
28-Oct-18,32.4,31.76,32.4,0,0,36.4,21.2,84,55,5,7.2,1.62,0.27,,,
29-Oct-18,32.96,32.16,32.4,0,0,38.2,20.8,92,44,6.3,9.58,1.02,0.76,,,
30-Oct-18,33.2,32.44,32.4,0,0,38.4,22,96,34,5.5,8.4,1.27,0.29,,,
31-Oct-18,33.24,32.48,32.48,0,0,39,21,84,38,6.8,9.6,1.23,0.66,,,
01-Nov-18,33.96,33.08,32.52,0,0,38.8,23.4,77,38,6,no water can,1.24,0.38,,,
02-Nov-18,33.48,32.96,32.68,0,0,39.4,20,92,37,6,8.22,1.05,0.45,,,
03-Nov-18,33.32,32.96,32.92,0,0,38.8,22.4,80,41,6.7,9.24,1.38,0.7,,,
04-Nov-18,33.28,32.92,33,0,0,39.4,21.6,88,38,6.3,9.06,1.64,0.89,,,
05-Nov-18,31.8,31.92,33,0,0,36,23,73,48,5.24,8.12,2.3,0.46,,,
06-Nov-18,31.88,31.68,32.92,0,0,35.8,23,84,53,4.8,6.34,1.17,0.34,,,
07-Nov-18,31.28,31.48,32.52,0,0,36.2,21.4,84,51,5.7,5.82,1.88,1.21,,,
08-Nov-18,28.56,29.76,32.56,0,0,31.4,21.2,92,74,2,2.62,1.24,0.75,,,
09-Nov-18,27.96,28.6,32.16,0,0,33.8,21.4,96,55,2.5,3.56,0.81,0.29,,,
10-Nov-18,28.28,28.68,31.6,0,0,34.2,20.4,96,53,4.5,4.38,2.34,0.56,,,
11-Nov-18,31.24,30.24,31.4,0,0,37,22.4,84,41,6.2,9.02,1.28,0.99,,,
12-Nov-18,32.28,31.13,31,0,0,38.8,21.8,88,41,5.5,7.16,1.19,0.68,,,
13-Nov-18,32.28,31.64,31.4,0,0,38,20.4,92,39,4,9.6,1.14,0.55,,,
14-Nov-18,32.52,31.8,31.76,0,0,38.6,22.6,84,40,4,no water can,2.14,0.34,,,
15-Nov-18,32.04,31.76,31.92,0,0,37.2,21.2,92,48,2.8,8,1.92,0.903,,,
16-Nov-18,31.72,31.32,32.04,0,0,36.2,23,88,54,3.2,5.72,1.64,1.49,,,
17-Nov-18,27.76,29.26,31.96,0,0,36.4,21.4,96,67,1.2,3.32,2.59,0.83,,,
18-Nov-18,29.8,29.24,31.4,0,0,37,20,88,41,1.8,5.6,0.75,0.54,,,
19-Nov-18,29.68,29.72,31.36,0,0,36.4,21.2,92,47,1.5,6.66,0.89,0.38,,,
20-Nov-18,31.28,30.68,31.2,0,0,36.8,21.2,92,46,1.5,6.54,0.95,0.64,,,
21-Nov-18,31.56,30.84,31.2,0,0,39,19.2,96,32,3,9.8,1.05,0.52,,,
22-Nov-18,30.96,30.48,31.2,0,0,39.2,17,92,33,6.9,7.4,0.96,0.36,,,
23-Nov-18,30.76,30.32,31.28,0,0,39.2,17,86,31,7.4,6.98,1.04,0.49,,,
24-Nov-18,31,36.32,31.36,0,0,39.2,17.4,78,34,6.7,9.54,0.96,0.59,,,
25-Nov-18,31.72,31.12,31.32,0,0,39,21.4,77,40,6,8.08,1.1,0.39,,,
26-Nov-18,32.36,31.64,31.48,0,0,38.8,21.4,82,40,5.9,7.2,1.25,0.44,,,
27-Nov-18,32.68,31.96,31.6,0,0,38.6,22.4,84,40,7.1,0,1.09,1.24,,,
28-Nov-18,32.16,31.48,31.8,0,0,38.8,19.8,92,36,6.3,8.66,1.03,0.48,,,
29-Nov-18,32.28,31.8,31.8,0,0,39,20,96,40,7.7,8.48,1.09,0.84,,,
30-Nov-18,32.8,32.16,31.96,0,0,39,21,88,38,6,8.56,1.05,0.33,,,
01-Dec-18,32.84,32.24,32,0,0,39.6,20,88,37,7.5,9,0.99,0.79,,,
02-Dec-18,33.04,32.44,32.16,0,0,38.6,21,88,40,7,8.56,1.34,1.51,,,
03-Dec-18,31.68,31.68,31.96,0,0,36.6,22,96,47,3,6.04,1.03,0.67,,,
04-Dec-18,30.56,30.72,31.44,0,0,36.2,20.6,96,40,3.5,5.04,1.27,0.25,,,
05-Dec-18,32.12,31.36,31.4,0,0,37,21.8,96,46,4.3,7,0.86,0.36,,,
06-Dec-18,32.52,31.84,31.76,0,0,38.6,22.2,84,36,5.7,7.18,1.24,0.36,,,
07-Dec-18,32.36,31.92,31.76,0,0,38.8,20,92,40,5.7,6.82,1.02,0.93,,,
08-Dec-18,32.52,32.08,31.92,0,0,37.2,22.2,92,47,4.3,5.6,1.19,1.48,,,
09-Dec-18,28.68,30.08,31.08,0,0,36.6,20.8,96,64,2,6,0.86,0.62,,,
10-Dec-18,28.2,28.84,30.38,0,0,35,21.6,88,50,2.3,2.88,1.02,0.52,,,
11-Dec-18,27.6,28.28,30.12,,,35.6,20.2,96,66,1.3,3.6,1.44,0.27,,,
12-Dec-18,27.88,27.84,29.96,0,0,36,20,96,47,2.9,4.68,1.02,0.29,,,
13-Dec-18,28,28.2,29.96,0,0,36,21,88,56,4,5.52,1.15,0.36,,,
14-Dec-18,28.6,28.4,29.92,0,0,35.4,21.4,92,51,4.3,4.03,0.93,0.35,,,
15-Dec-18,30.36,29.44,30.2,0,0,36.8,21.4,96,48,5.2,7.09,0.99,0.26,,,
16-Dec-18,30.96,29.92,30.4,0,0,36.6,20.6,84,44,6,6.28,1.06,0.21,,,
17-Dec-18,30.96,30.24,30.36,0,0,36.6,20,92,39,6,6.5,1.04,0.33,,,
18-Dec-18,31.24,30.48,30.44,0,0,38,19.8,92,36,5.8,8.6,0.92,0.41,,,
19-Dec-18,31.52,30.76,30.68,0,0,37.4,19.8,92,37,6.4,8.08,1.03,0.27,,,
20-Dec-18,31.32,30.76,30.88,0,0,38,19.2,87,35,5.8,5.92,0.91,0.28,,,
21-Dec-18,31.36,30.76,31,0,0,36.6,20,92,37,7.7,9.8,0.94,0.35,,,
22-Dec-18,31.4,30.88,31.12,0,0,38.6,19.4,87,36,6.7,8.62,1,0.45,,,
23-Dec-18,31.44,30.8,31.2,0,0,38.8,18.8,92,38,7,7.22,1.28,0.26,,,
24-Dec-18,31.4,30.84,31.32,0,0,38.8,17.8,92,32,7,8.34,1.05,0.25,,,
25-Dec-18,31.64,31.08,31.32,0,0,38.8,19.4,79,36,6.3,6.66,1.09,0.19,,,
26-Dec-18,31.4,31.04,31.38,0,0,38.4,18.8,82,34,7.5,8.74,1.02,0.34,,,
27-Dec-18,31.08,30.68,31.4,0,0,37.2,18,92,32,7.2,7.92,1.04,0.19,,,
28-Dec-18,32.12,31.48,31,0,0,38.8,20.8,92,37,8,8.4,1.22,1.99,,,
29-Dec-18,31,31,31.48,0,0,37,20,92,47,4.6,6.52,2.19,0.59,,,
30-Dec-18,29.28,29.56,31.36,0,0,36.6,20.2,96,50,2.7,3.78,1.12,0.25,,,
31-Dec-18,30.84,29.96,31.12,0,0,36.6,21.4,92,48,4.3,6.16,1.05,1,,,
01-Jan-19,31.36,30.6,30.48,0,0,36.6,21.2,96,46,4.3,4.48,0.99,0.25,,,
02-Jan-19,31.76,31,30.88,0,0,36.8,20,96,37,5.2,8.62,0.96,0.32,,,
03-Jan-19,31.24,30.88,31.12,0,0,37.8,20,92,36,5.6,6.92,0.88,0.26,,,
04-Jan-19,32.32,31.56,31.12,0,0,39.4,22.8,84,37,6,7.58,0.91,0.18,,,
05-Jan-19,32.24,31.76,31.2,0,0,39.4,20.4,83,34,8,8.94,1.06,0.42,,,
06-Jan-19,31.2,30.84,31.4,0,0,39.2,18.6,92,31,7.1,8.96,0.85,0.32,,,
07-Jan-19,30.68,30.6,31.4,0,0,39.2,17,86,28,3,6.5,0.92,0.37,,,
08-Jan-19,30.92,30.64,31.32,0,0,39.6,21,82,32,6.2,9.12,1.05,0.43,,,
09-Jan-19,30.48,30.28,31.32,0,0,39,20,73,27,8.3,8.8,1.12,0.32,,,
10-Jan-19,31.08,30.68,31.24,0,0,39,19,67,32,8.2,9.56,1.08,0.33,,,
11-Jan-19,30.8,30.52,31.32,0,0,40,17,78,29,8,8.12,0.97,0.36,,,
12-Jan-19,30.56,30.52,31.32,0,0,39.8,16.6,77,28,7,8.74,0.92,0.43,,,
13-Jan-19,30.2,30.04,31.28,0,0,39.8,14,80,24,6.3,8.2,0.76,0.32,,,
14-Jan-19,30,29.96,31.24,0,0,39.2,15,64,25,7.2,8.06,0.94,0.33,,,
15-Jan-19,30.28,30,31.2,0,0,39.8,16.6,70,30,6.8,7.76,0.96,0.32,,,
16-Jan-19,30.72,30.44,31.2,0,0,38.8,18.8,74,35,6.4,8.24,1,0.32,,,
17-Jan-19,31.32,30.84,31.2,0,0,40.2,19.2,72,34,7.5,7.8,1.04,0.35,,,
18-Jan-19,31.64,31.12,31.2,0,0,39.4,20.2,63,30,7.5,7.78,1.19,0.36,,,
19-Jan-19,32.2,31.64,31.24,0,0,39.2,21.2,69,29,7,7.76,1.27,0.25,,,
20-Jan-19,32.12,31.64,31.4,0,0,39,19.8,78,32,5.4,5.6,1.07,0.44,,,
21-Jan-19,32.48,31.98,31.52,0,0,40,19.6,72,32,9.5,9.64,1.29,0.54,,,
22-Jan-19,32.32,32,31.72,0,0,40.2,20.2,69,29,8.6,8.7,1.04,0.2,,,
23-Jan-19,31.92,31.64,31.88,0,0,39.2,20.4,76,33,8.8,9.56,1.15,0.45,,,
24-Jan-19,31.32,32.08,32,0,0,39.4,20,76,30,7.7,9.34,1.28,0.36,,,
25-Jan-19,32.2,31.88,32,0,0,40,19.4,74,28,8.89,8.98,1.17,0.42,,,
26-Jan-19,32.48,32.36,32.08,0,0,41,21.4,74,28,9.6,9.8,1.21,0.2,,,
27-Jan-19,32.56,32.04,32.2,0,0,40.4,20.8,87,32,8.2,9.26,1.09,0.34,,,
28-Jan-19,32.76,32.36,32.2,0,0,41,21.2,83,31,5.8,6.04,0.97,1.44,,,
29-Jan-19,33.6,32.88,32.2,0,0,40.8,22.4,83,33,5.8,7.6,1.46,0.24,,,
30-Jan-19,32.84,32.44,32..36,0,0,41.2,20.8,87,34,8.7,8.76,1.12,0.33,,,
31-Jan-19,32.84,32.36,32.4,0,0,41.2,19,74,36,8,9.78,1.08,0.36,,,
01-Feb-19,32.68,32.04,32.48,0,0,42,20.2,82,29,8.8,10.6,1.11,0.44,,,
02-Feb-19,33.08,32.6,32.6,0,0,41.6,20.6,83,30,0,9.82,1.29,0.21,,,
03-Feb-19,32.36,32,32.6,0,0,41.4,18.8,60,31,0,9.96,0.96,0.48,,,
04-Feb-19,32.52,32.2,32.6,0,0,41.4,20,57,29,0,9.18,1.02,0.32,,,
05-Feb-19,32.64,32.12,32.4,0,0,41.4,19.8,71,33,0,9.44,1.12,0.62,,,
06-Feb-19,32.68,32.32,32.6,0,0,41,21.8,72,27,0,6.42,1.41,0.37,,,
07-Feb-19,33.2,32.36,32.56,0,0,40,20.4,76,29,0,7.34,1.07,0.29,,,
08-Feb-19,33.6,32.64,32.76,0,0,41.2,21.2,64,31,0,8.84,0.99,0.31,,,
09-Feb-19,33.72,32.96,32.88,0,0,41.8,23.6,57,31,0,10.72,1.4,0.51,,,
10-Feb-19,34.44,33.44,32.88,0,0,41.2,26,44,28,0,10.32,1.67,0.76,,,
11-Feb-19,34.28,33.44,33,0,0,41,23,60,30,0,10.52,1.84,0.22,,,
12-Feb-19,33.96,33.32,33.2,0,0,40.8,20.6,72,31,0,7.7,1.46,0.54,,,
13-Feb-19,34.04,33.4,33.2,0,0,42,22,69,31,0,8.84,1.17,0.56,,,
14-Feb-19,33.4,33.08,33.08,0,0,40.6,26,58,34,0,10,2.29,1.35,,,
15-Feb-19,32.8,32.64,33.16,0,0,38.6,22.2,92,36,0,6.94,2.14,0.69,,,
16-Feb-19,32.8,32.36,33.2,0,0,39,23,92,37,0,7.52,1.32,1.8,,,
17-Feb-19,33.26,32.36,32.96,0,0,39.8,22,80,36,0,8.32,1.71,0.6,,,
18-Feb-19,34.12,33.28,33.04,0,0,40.4,25,63,35,0,10.4,1.27,1.08,,,
19-Feb-19,33.56,33.16,33,0,0,40.6,25.4,77,37,0,8.5,2.61,1.14,,,
20-Feb-19,34.2,33.44,33.12,0,0,40.6,23.6,65,36,0,9.6,1.42,1.2,,,
21-Feb-19,33.16,33.04,33.2,0,0,40.6,22.4,73,42,0,8.2,2.03,1.32,,,
22-Feb-19,33.36,32.7,32.28,0,0,39.8,21.6,73,36,0,,2.16,0.89,,,
23-Feb-19,33.72,33.08,33.28,0,0,39,21.6,84,37,0,,2.04,1.5,,,
24-Feb-19,34.04,33.24,33.32,0,0,38.4,22.8,92,37,0,8,1.78,0.78,,,
25-Feb-19,33.32,32.76,33.36,0,0,39.2,20.4,88,42,0,6.06,1.75,1.16,,,
26-Feb-19,34,33.16,33.4,0,0,41,22.6,84,34,0,10.48,1.47,0.39,,,
27-Feb-19,34.4,33.52,33.4,0,0,42,23,63,29,0,10.86,1.34,0.31,,,
28-Feb-19,34.44,33.64,33.48,0,0,41,23.4,73,33,0,10.4,1.51,0.37,,,
01-Mar-19,35.2,34.04,33.52,0,32.36,42.6,22.4,70,29,0,10.06,1.38,2.99,,,
02-Mar-19,35.2,34.4,33.76,0,32.4,42.6,22.4,54,31,0,9.2,2.05,2.1,,,
03-Mar-19,35.28,34.24,33.84,0,32.4,42.4,22.6,76,29,0,9.24,2.2,2.44,,,
04-Mar-19,35.36,34.52,33.84,0,32.56,41.2,22.8,60,30,0,8.2,1.44,1.97,,,
05-Mar-19,34.04,33.6,33.8,0,32.6,40.6,23,63,40,0,7.56,1.76,2.59,,,
06-Mar-19,33.72,33.16,33.24,0,32.6,40.8,23.2,70,34,0,5.4,2.38,1.06,,,
07-Mar-19,34.12,33.12,33.36,0,32.6,40.8,23.8,84,36,0,6.6,1.92,3.46,,,
08-Mar-19,33.24,32.92,32.8,0,32.8,41,17.4,96,37,0,5.4,1.23,0.32,,,
09-Mar-19,34.36,33.08,32.96,0,32.6,40.6,23.8,69,34,0,6.34,1.58,0.74,,,
10-Mar-19,35.12,33.56,33.32,0,32.8,41.4,23.6,70,29,0,8.66,1.4,0.45,,,
11-Mar-19,35.04,33.48,33.4,0,32.6,41.6,21.6,68,30,0,7.7,1.64,0.48,,,
12-Mar-19,35.32,33.8,33.6,0,32.68,41.6,23.8,59,32,0,7.3,1.34,0.55,,,
13-Mar-19,35,33.72,33.64,0,32.8,42.6,21.4,66,33,0,8.48,1.63,0.62,,,
14-Mar-19,35.76,34.12,33.76,0,32.8,42,25,63,31,0,10.6,1.45,1.25,,,
15-Mar-19,36,34.52,34.12,0,32.8,42.2,22.6,67,32,0,11.26,1.37,2.04,,,
16-Mar-19,35.8,34.32,34.08,0,32.8,42.4,23.4,73,34,0,10.72,1.37,0.9,,,
17-Mar-19,35.76,34.64,34.26,0,32.92,41,23.6,80,35,0,9.18,1.9,1.6,,,
18-Mar-19,35.28,34.36,34.16,0,33,41,22.6,84,38,0,8.6,1.47,1.05,,,
19-Mar-19,35.84,34.56,34.72,0,33,42.4,23,84,32,0,12.5,1.15,0.33,,,
20-Mar-19,36.4,34.78,34.24,0,33.04,42,25.8,63,33,0,11.92,1.56,0.54,,,
21-Mar-19,36.24,34.8,34.24,0,32.2,42.2,23.2,62,30,0,11.28,1.48,1.95,,,
22-Mar-19,36.36,34.84,34.32,0,33.16,42.6,25,73,31,0,11.52,1.31,1.07,,,
23-Mar-19,36.92,35.16,34.36,0,33.32,42.6,26,71,32,0,10.78,1.88,1.26,,,
24-Mar-19,34.04,33.46,33.88,0,33.2,42.4,21.8,92,36,0,8.3,10.06,1.91,,,
25-Mar-19,35.12,33.84,33.6,0,33.28,41,24,73,31,0,10.12,1.36,1.33,,,
26-Mar-19,33.72,33.12,33.36,0,33.28,42.2,22.4,92,38,0,9.1,1.81,1.42,,,
27-Mar-19,34.44,33.64,33.6,0,33.4,42,22.6,88,37,0,,2.15,0.83,,,
28-Mar-19,32.96,32.92,33.36,0,32,36.6,22.2,96,44,0,5.6,1.57,1.22,,,
29-Mar-19,33.24,32.64,32.96,0,33.2,38.6,20,96,42,0,6.4,1.36,1.43,,,
30-Mar-19,32.08,32.44,32.64,0,33.2,39,21,92,42,0,6.4,1.61,0.58,,,
31-Mar-19,33.16,32.68,32.52,,33.16,39.8,23,84,78,0,8.2,1.27,1.08,,,
01-Apr-19,33.48,33,32.6,0,33,39.2,23.8,84,40,0,9.58,2.06,0.78,,,
02-Apr-19,31.28,31.68,32.4,0,33,39,22.2,96,51,0,5.5,1.06,1.83,,,
03-Apr-19,31.84,31.4,31.64,0,32.8,37.6,21.4,92,40,0,7.58,1.61,1.17,,,
04-Apr-19,31.56,31.32,31.84,0,32.8,39.2,22,96,42,0,6.7,1.95,0.44,,,
05-Apr-19,33.04,32.12,31.56,0,32.8,39.2,23.6,92,39,0,10,0.95,0.43,,,
06-Apr-19,34.2,33.28,32.52,0,32.8,40.6,24.8,77,38,0,9.76,1.07,0.94,,,
07-Apr-19,34.56,33.68,33,0,32.84,40.8,25,73,41,0,8.26,1.09,0.76,,,
08-Apr-19,34.08,33.4,33.04,0,32.8,40.6,22.8,92,41,0,5,2.01,1.66,,,
09-Apr-19,30.64,31.48,32.64,0,32.8,40,21.6,96,53,0,5,1.21,0.82,,,
10-Apr-19,31.88,31.68,31.72,0,32.56,37.6,23.6,92,48,0,5,1.25,0.69,,,
11-Apr-19,32.2,31.8,31.84,0,32.8,39.8,22.4,92,43,0,6.28,1.04,0.82,,,
12-Apr-19,32.72,32.04,32.08,0,32.8,37,23,92,45,0,6.72,1.84,1.37,,,
13-Apr-19,31.24,31.4,31.64,0,32.8,37.2,23.2,84,48,0,6,1.19,2.51,,,
14-Apr-19,31.88,31.28,31.4,0,32.48,36.8,21.4,88,40,0,6.84,1.7,0.93,,,
15-Apr-19,32.8,32.16,31.72,0,32.8,38.6,23.4,84,40,0,8.6,1.59,1.4,,,
16-Apr-19,32.04,31.92,32.08,0,32.8,39.4,23.2,80,42,0,7.96,2.66,0.79,,,
17-Apr-19,33.12,32.4,32.2,0,32.4,38.4,22.4,84,44,0,10.12,1.25,0.75,,,
18-Apr-19,33.72,32.88,32.24,0,32.6,40.8,22.4,84,38,0,7.88,2.03,1.98,,,
19-Apr-19,32.16,31.44,31.8,0,32.4,39,20.4,96,41,0,7,1.14,0.19,,,
20-Apr-19,34.12,32.96,32.28,0,32.48,41,22.8,80,37,0,10.84,1.71,2.14,,,
21-Apr-19,31.8,31.76,32.36,0,32.4,38,22.8,96,44,0,4.8,0.82,0.6,,,
22-Apr-19,27.72,28.08,30.36,0,32.44,36,21.4,96,52,0,5,0.88,0.54,,,
23-Apr-19,29.76,29.76,30.32,0,32.4,35.6,23.4,77,44,0,7.8,1.55,1.12,,,
24-Apr-19,30,29.8,30.36,0,32.4,36.8,21.6,92,46,0,7.2,1.59,0.42,,,
25-Apr-19,32.4,31.36,30.76,0,32.4,39.6,24,92,39,0,6.46,1.15,0.46,,,
26-Apr-19,33.24,32.16,31.52,0,32.4,38.8,24.8,85,43,0,8.5,1.37,1.08,,,
27-Apr-19,31.44,31.44,31.72,0,32.4,37.4,22,96,51,0,5,1.22,1.37,,,
28-Apr-19,30,30.16,30.72,0,32.2,36,20.4,96,48,0,6.66,1.53,0.22,,,
29-Apr-19,30.28,30.32,31.08,0,32.2,36.6,23.2,89,54,0,5.7,1.15,0.96,,,
30-Apr-19,31.84,30.96,30.64,0,32.2,36.6,22.2,96,44,0,7.34,1.41,0.66,,,
01-May-19,31.2,30.92,31.08,0,32.2,36.6,21.4,96,46,0,7.74,1.13,0.53,,,
02-May-19,31.12,30.56,30.72,0,32.2,38.21,22.2,92,40,0,9.26,1.63,0.43,,,
03-May-19,31.36,30.64,30.68,0,32.2,37,23,85,46,0,5,1.44,0.28,,,
04-May-19,32.92,32,31.32,0,32.2,39,22.8,92,41,0,8,1.5,0.51,,,
05-May-19,33.52,32.44,31.64,0,32.2,38.8,24.8,77,43,0,9,1.49,0.99,,,
06-May-19,32.84,32.52,32.24,0,32.2,39,22,96,42,0,8.4,1.1,0.77,,,
07-May-19,31.28,31.36,31.8,0,32.2,37.2,20.4,92,48,0,7.9,1.23,0.81,,,
08-May-19,31.4,30.92,31.36,0,32.2,37,22.8,80,45,0,7.1,0.77,1.44,,,
09-May-19,29.68,30.04,30.96,0,32,37.2,23,88,51,0,5.4,1.72,1.36,,,
10-May-19,30.24,30.16,30.4,0,32,37,20.6,96,46,0,4.48,1.04,0.32,,,
11-May-19,32.16,31.52,31,0,32,36.8,22.8,92,44,0,8.54,1.28,0.79,,,
12-May-19,30.32,30.68,31.04,0,32,36.8,21.6,96,58,0,4.06,1.45,0.84,,,
13-May-19,28.56,29.16,30.16,0,32,34.6,20.4,96,53,0,5.5,1.64,0.22,,,
14-May-19,29.96,29.84,30.34,0,32,36.4,22.6,88,43,0,5.48,0.94,0.51,,,
15-May-19,31.24,30.56,30.4,0,32,38,24,92,43,0,7.8,1.07,0.97,,,
16-May-19,29.36,29.28,30.12,0,32,36,20.8,96,59,0,4.56,1.1,0.47,,,
17-May-19,30.44,30.08,30.24,0,32,36.4,21.8,96,51,0,7,0.92,0.88,,,
18-May-19,30.24,29.76,30.08,0,32.88,35.8,21.6,92,63,0,6.8,1.4,1.39,,,
19-May-19,32.6,29.6,30.04,0,31.8,34.4,22.8,88,51,0,5.6,0.98,0.45,,,
20-May-19,28.64,29.2,29.64,0,31.8,34,22.2,92,53,0,6.4,2.43,0.43,,,
21-May-19,29.36,29.24,29.12,0,31.8,35.4,20.2,96,50,0,7.2,0.9,0.54,,,
22-May-19,30.08,29.72,29.48,0,31.8,35,22.8,92,51,0,6.2,1.56,0.72,,,
23-May-19,28.24,28.56,29.72,0,31.16,35.4,22,96,55,0,5.42,2.48,1.12,,,
24-May-19,29.68,29.2,29.16,0,31.6,34.4,21.8,86,58,0,4,1.23,0.64,,,
25-May-19,29.6,29.32,29.4,0,31.6,35,21.8,96,51,0,5,0.57,0.65,,,
26-May-19,30.4,29.4,29.6,0,31.6,35.6,22.2,92,51,0,7,0.75,0.43,,,
27-May-19,29.52,29.4,29.64,0,31.4,34.4,22.4,96,58,0,5.36,1.02,1.12,,,
28-May-19,28.68,28.8,29.2,0,31.2,32,21.4,96,53,0,3.4,1.31,1.26,,,
29-May-19,28.16,28.2,28.28,0,31.2,33,19.2,96,58,0,4,0.93,0.38,,,
30-May-19,29.68,29,29.16,0,31.2,34.8,22.2,96,54,0,5,0.76,1.37,,,
31-May-19,27.16,28.12,29.2,0,31,32.4,21.2,96,68,0,3.72,1.22,0.32,,,
01-Jun-19,29.36,29,28.96,0,31,32.8,22.2,96,61,0,6.72,1.34,0.62,,,
02-Jun-19,29.76,29.6,29.16,0,31.2,35.8,22.4,88,53,0,5.56,0.46,1.03,,,
03-Jun-19,28.92,28.88,29.2,0,31,33.6,22,96,68,0,4.2,1.35,0.45,,,
04-Jun-19,29.56,29.28,29.2,0,31,33.4,21.2,96,53,0,3.72,0.65,0.18,,,
05-Jun-19,30.16,29.56,29.28,0,31,34.2,22.8,96,57,0,3.72,0.58,0.74,,,
